9305,相川みなみ,あいかわみなみ,http://pics.dmm.co.jp/mono/actjpgs/aikawa_minami.jpg,1985年2月22日,うお座,O,164,95,58,89,神奈川県,音楽鑑賞、お菓子作り
11921,愛内萌,あいうちもえ,http://pics.dmm.co.jp/mono/actjpgs/aiuti_moe.jpg,1981年12月1日,いて座,A,165,86,56,82,東京都,----
20518,相川純菜,あいかわじゅんな,http://pics.dmm.co.jp/mono/actjpgs/aikawa_zyunna.jpg,----,----,----,,87,60,88,----,----
1010957,愛川めい,あいかわめい,http://pics.dmm.co.jp/mono/actjpgs/aikawa_mei.jpg,----,----,----,,,,,----,----
14165,愛川由衣,あいかわゆい,http://pics.dmm.co.jp/mono/actjpgs/aikawa_yui2.jpg,1982年1月7日,やぎ座,A,160,87,59,88,山梨県,お料理　テニス　バスケット、体が柔らかい
11239,あいか瞬,あいかしゅん,http://pics.dmm.co.jp/mono/actjpgs/aika_syun.jpg,1984年12月8日,いて座,AB,162,87,59,86,神奈川県,ショッピング
23082,相内リカ,あいうちりか,http://pics.dmm.co.jp/mono/actjpgs/aiuti_rika.jpg,1987年12月11日,いて座,O,156,96,61,87,東京都,ダンス、I字バランス
1032223,愛華みれい,あいかみれい,http://pics.dmm.co.jp/mono/actjpgs/aika_mirei.jpg,----,----,----,,,,,----,----
1010105,愛内ゆう,あいうちゆう,http://pics.dmm.co.jp/mono/actjpgs/aiuti_yuu.jpg,----,----,----,160,85,57,86,----,----
21923,藍花（花桐まつり）（あいか,はなぎりまつり）,http://pics.dmm.co.jp/mono/actjpgs/aika2.jpg,1985年5月28日,ふたご座,O,155,87,60,87,東京都,ショッピング、映画鑑賞
1105,AIKA（三浦あいか）（あいか,みうらあいか）,http://pics.dmm.co.jp/mono/actjpgs/miura_aika.jpg,1975年11月2日,さそり座,O,155,81,54,79,神奈川県,ドライブ、スキー、フィッシング
17803,愛川咲樹,あいかわさき,http://pics.dmm.co.jp/mono/actjpgs/aikawa_saki3.jpg,1970年7月17日,かに座,----,162,88,63,90,----,----
1012301,愛花沙也,あいかさや,http://pics.dmm.co.jp/mono/actjpgs/aika_saya.jpg,1989年12月18日,いて座,----,155,80,59,85,東京都,----
30510,愛内梨花,あいうちりんか,http://pics.dmm.co.jp/mono/actjpgs/aiuti_rinka.jpg,1988年3月27日,おひつじ座,AB,164,85,60,85,静岡県,料理、マッサージ
1012984,愛内希,あいうちのぞみ,http://pics.dmm.co.jp/mono/actjpgs/aiuti_nozomi.jpg,1992年7月3日,かに座,O,162,80,57,83,埼玉県,マンガ、ゲーム、映画鑑賞
1000341,あいかわ優衣,あいかわゆい,http://pics.dmm.co.jp/mono/actjpgs/aikawa_yui3.jpg,1989年3月8日,うお座,----,158,86,60,87,東京都,プロレス観戦、英語
25929,愛あいり,あいあいり,http://pics.dmm.co.jp/mono/actjpgs/ai_airi.jpg,1984年7月23日,しし座,O,172,110,61,90,東京都,アロマの香り集め
1037252,愛紗,あいさ,http://pics.dmm.co.jp/mono/actjpgs/nowprinting.gif,----,----,----,,,,,----,----
225,愛咲ゆい,あいさきゆい,http://pics.dmm.co.jp/mono/actjpgs/aisaki_yui.jpg,1980年5月21日,ふたご座,AB,,90,60,90,----,----
1018836,愛咲エリカ,あいさきえりか,http://pics.dmm.co.jp/mono/actjpgs/aisaki_erika.jpg,----,----,----,,,,,----,----
5207,愛咲めぐ,あいさきめぐ,http://pics.dmm.co.jp/mono/actjpgs/aisaki_megu.jpg,1976年6月11日,ふたご座,B,,86,60,84,----,ファミコン
1036043,相川由紀子,あいかわゆきこ,http://pics.dmm.co.jp/mono/actjpgs/aikawa_yukiko.jpg,----,----,----,,,,,----,----
1036718,逢川希,あいがわのぞみ,http://pics.dmm.co.jp/mono/actjpgs/aigawa_nozomi.jpg,----,----,----,,,,,----,----
12609,藍川怜,あいかわれい,http://pics.dmm.co.jp/mono/actjpgs/aikawa_rei.jpg,----,----,----,,,,,----,----
8433,相澤麻衣,あいざわまい,http://pics.dmm.co.jp/mono/actjpgs/aizawa_mai.jpg,----,----,----,,,,,----,----
230,愛川ゆき,あいかわゆき,http://pics.dmm.co.jp/mono/actjpgs/aikawa_yuki.jpg,----,----,----,,102,,,----,----
1029920,あいざきしの,あいざきしの,http://pics.dmm.co.jp/mono/actjpgs/aizaki_sino.jpg,----,----,----,,,,,----,----
5758,相沢京香,あいざわきょうか,http://pics.dmm.co.jp/mono/actjpgs/aizawa_kyouka.jpg,----,----,----,,,,,----,----
1009806,相澤京香,あいざわきょうか,http://pics.dmm.co.jp/mono/actjpgs/aizawa_kyouka2.jpg,----,----,----,,,,,----,----
1026728,逢沢ふみ奈,あいざわふみな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_humina.jpg,----,----,----,,95,,,----,----
2049,相沢一愛,あいざわちなり,http://pics.dmm.co.jp/mono/actjpgs/aizawa_tinari.jpg,----,----,----,,,,,----,----
11028,相川リナ,あいかわりな,http://pics.dmm.co.jp/mono/actjpgs/aikawa_rina.jpg,1985年6月10日,ふたご座,O,,85,59,88,----,----
1002018,相沢しいら,あいざわしいら,http://pics.dmm.co.jp/mono/actjpgs/aizawa_siira.jpg,----,----,----,,,,,----,----
2050,相沢まみ,あいざわまみ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_mami.jpg,1978年1月4日,やぎ座,A,162,86,58,88,東京都,オペラ鑑賞
240,逢崎みゆ,あいさきみゆ,http://pics.dmm.co.jp/mono/actjpgs/aisaki_miyu.jpg,1975年3月3日,うお座,A,,85,58,86,----,マンウォッチング、芸術鑑賞
1025015,藍沢潤,あいざわじゅん,http://pics.dmm.co.jp/mono/actjpgs/aizawa_zyun.jpg,1994年11月17日,さそり座,A,154,84,59,83,神奈川県,サッカー観戦/テニス
1035513,相沢みなみ,あいざわみなみ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_minami.jpg,1996年6月14日,ふたご座,A,,80,54,82,東京,ランニング/お菓子作り
1020500,愛来ゆう,あいくゆう,http://pics.dmm.co.jp/mono/actjpgs/aiku_yuu.jpg,1994年9月6日,おとめ座,----,160,86,59,86,奈良県,マリンスポーツ
29996,相崎真希（美空おんぷ）（あいざきまき,みそらおんぷ）,http://pics.dmm.co.jp/mono/actjpgs/aizaki_maki.jpg,----,----,----,,,,,----,----
26361,愛咲MIU（桜井りあ）（あいざきみう,さくらいりあ）,http://pics.dmm.co.jp/mono/actjpgs/sakurai_ria.jpg,1989年7月19日,かに座,AB,152,80,56,82,秋田県,ショッピング、バスケットボール
1025132,逢沢つばさ,あいざわつばさ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_tubasa.jpg,1993年7月21日,かに座,----,160,87,57,88,東京都,カラオケ、運転
15586,愛沢美奈,あいざわみな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_mina.jpg,----,----,----,,,,,----,----
18766,相沢さゆり,あいざわさゆり,http://pics.dmm.co.jp/mono/actjpgs/aizawa_sayuri.jpg,1980年1月1日,やぎ座,----,,,,,----,----
10369,相沢奈菜,あいざわなな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_nana2.jpg,----,----,----,161,91,60,88,----,----
3418,相沢優,あいざわゆう,http://pics.dmm.co.jp/mono/actjpgs/aizawa_yuu.jpg,----,----,----,,,,,----,----
21267,相沢桃,あいざわもも,http://pics.dmm.co.jp/mono/actjpgs/aizawa_momo2.jpg,1988年3月25日,おひつじ座,O,145,92,59,88,東京都,料理、ギター
2054,相沢優香,あいざわゆうか,http://pics.dmm.co.jp/mono/actjpgs/aizawa_yuuka.jpg,1980年6月19日,ふたご座,O,158,88,59,85,東京都,音楽鑑賞、ショッピング
19235,愛沢ひな,あいざわひな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_hina.jpg,1984年10月28日,さそり座,O,158,86,56,80,----,旅行、バドミントン
22852,あいかわゆら,あいかわゆら,http://pics.dmm.co.jp/mono/actjpgs/aikawa_yura.jpg,----,----,----,156,,58,80,----,----
19027,相沢ゆう,あいざわゆう,http://pics.dmm.co.jp/mono/actjpgs/aizawa_yuu2.jpg,----,----,----,,103,,,----,----
24340,逢沢なお（青山れあ）（あいざわなお,あおやまれあ）,http://pics.dmm.co.jp/mono/actjpgs/aoyama_rea.jpg,----,----,B,158,107,,,神奈川県,ショッピング
1015998,愛沢有紗,あいざわありさ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_arisa.jpg,----,----,----,164,86,56,85,----,----
19957,相崎琴音,あいさきことね,http://pics.dmm.co.jp/mono/actjpgs/aisaki_kotone.jpg,1986年10月8日,てんびん座,B,165,82,57,83,東京都,音楽鑑賞、料理
1022161,逢坂はるな,あいさかはるな,http://pics.dmm.co.jp/mono/actjpgs/aisaka_haruna.jpg,1993年8月13日,しし座,O,163,83,57,85,神奈川県,買い物、ヨガ
1022215,愛沢かりん,あいざわかりん,http://pics.dmm.co.jp/mono/actjpgs/aizawa_karin.jpg,1993年12月26日,やぎ座,AB,157,84,57,85,奈良県,フェラチオ、買い物
1004888,愛沢寧々,あいざわねね,http://pics.dmm.co.jp/mono/actjpgs/aizawa_nene.jpg,----,----,----,,,,,----,----
25286,相澤あかり,あいざわあかり,http://pics.dmm.co.jp/mono/actjpgs/aizawa_akari.jpg,----,----,----,,,,,----,----
2048,相沢いずみ,あいざわいずみ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_izumi.jpg,----,----,----,,,,,----,----
1029702,愛咲えな,あいさきえな,http://pics.dmm.co.jp/mono/actjpgs/aisaki_ena.jpg,----,----,----,,,,,----,----
4903,相沢夢,あいざわゆめ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_yume.jpg,1984年5月3日,おうし座,AB,147,85,60,88,茨城県,ショッピング
2061,相澤まほ,あいざわまほ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_maho.jpg,1980年4月28日,おうし座,O,,84,57,85,----,----
1018480,逢沢七帆,あいざわななほ,http://pics.dmm.co.jp/mono/actjpgs/aizawa_nanaho.jpg,----,----,----,,,,,----,----
5908,藍沢舞音,あいざわまお,http://pics.dmm.co.jp/mono/actjpgs/aizawa_maine.jpg,----,----,----,,83,59,84,----,----
10151,相沢美加,あいざわみか,http://pics.dmm.co.jp/mono/actjpgs/aizawa_mika.jpg,----,----,----,,,,,----,----
1026635,逢沢はるか（黒木琴音）,あいざわはるか,http://pics.dmm.co.jp/mono/actjpgs/aizawa_haruka4.jpg,1972年6月10日,ふたご座,O,166,95,60,93,東京都,カメラ
1008887,AIKA,あいか,http://pics.dmm.co.jp/mono/actjpgs/aika3.jpg,1990年8月25日,おとめ座,O,163,87,60,84,兵庫県,ダンス、ファッション
1007174,哀川りん,あいかわりん,http://pics.dmm.co.jp/mono/actjpgs/aikawa_rin.jpg,1992年5月14日,おうし座,----,168,90,58,90,----,音楽鑑賞
11291,愛咲れいら（原千尋）（あいさきれいら,はらちひろ）,http://pics.dmm.co.jp/mono/actjpgs/hara_tihiro.jpg,1984年5月22日,ふたご座,O,168,85,59,88,東京都,ショッピング、料理
8831,相田美香,あいだみか,http://pics.dmm.co.jp/mono/actjpgs/aida_mika.jpg,----,----,----,,,,,----,----
1012153,亜衣奈りん,あいなりん,http://pics.dmm.co.jp/mono/actjpgs/aina_rin.jpg,----,----,----,,,,,----,----
1036359,相沢玲奈,あいざわれいな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_reina.jpg,----,----,----,,,,,----,----
1022873,あいせ里莉子,あいせりりこ,http://pics.dmm.co.jp/mono/actjpgs/aise_ririko.jpg,----,----,----,163,85,60,83,----,----
1041470,愛田ミナ,あいだみな,http://pics.dmm.co.jp/mono/actjpgs/aida_mina.jpg,----,----,----,,,,,----,----
2056,相澤玲,あいざわれい,http://pics.dmm.co.jp/mono/actjpgs/aizawa_rei.jpg,1981年11月26日,いて座,A,,80,58,82,----,ショッピング
5915,愛田瞳,あいだひとみ,http://pics.dmm.co.jp/mono/actjpgs/aida_hitomi.jpg,----,----,----,,,,,----,----
1011472,相田結衣,あいだゆい,http://pics.dmm.co.jp/mono/actjpgs/aida_yui.jpg,----,----,----,,,,,----,----
1031007,愛田みみ,あいだみみ,http://pics.dmm.co.jp/mono/actjpgs/aida_mimi2.jpg,----,----,----,,,,,----,----
6742,相田由美,あいだゆみ,http://pics.dmm.co.jp/mono/actjpgs/aida_yumi.jpg,1978年6月16日,ふたご座,----,150,93,57,91,北海道,----
1003540,愛音ミク,あいねみく,http://pics.dmm.co.jp/mono/actjpgs/aine_miku.jpg,----,----,----,,,,,----,----
2057,相田るる,あいだるる,http://pics.dmm.co.jp/mono/actjpgs/aida_ruru.jpg,1981年3月4日,うお座,AB,155,93,58,78,----,ショッピング
18801,相戸愛,あいとあい,http://pics.dmm.co.jp/mono/actjpgs/aito_ai.jpg,1986年8月16日,しし座,O,155,90,58,85,東京都,ショッピング
1004666,相田ななこ,あいだななこ,http://pics.dmm.co.jp/mono/actjpgs/aida_nanako.jpg,----,----,----,,,,,----,----
1031779,愛音くぅ,あいねくぅ,http://pics.dmm.co.jp/mono/actjpgs/aine_kuu.jpg,----,----,----,,,,,----,----
8591,相田すみれ,あいだすみれ,http://pics.dmm.co.jp/mono/actjpgs/aida_sumire.jpg,1985年4月8日,おひつじ座,B,152,92,59,90,秋田県,お絵かき、前屈
1037700,愛音まりあ,あいねまりあ,http://pics.dmm.co.jp/mono/actjpgs/aine_maria.jpg,1996年2月22日,うお座,A,165,86,59,88,神奈川県,コスプレ
1019764,逢栖れもん,あいすれもん,http://pics.dmm.co.jp/mono/actjpgs/aisu_remon.jpg,1994年1月19日,やぎ座,A,152,80,60,85,神奈川県,散歩、器械体操
21161,愛嶋リーナ,あいしまりーな,http://pics.dmm.co.jp/mono/actjpgs/aisima_rina.jpg,1986年8月6日,しし座,A,155,83,53,81,東京都,買い物
1021252,相沢れおな,あいざわれおな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_reona.jpg,----,----,----,,,,,----,----
11,あいだもも,あいだもも,http://pics.dmm.co.jp/mono/actjpgs/aida_momo.jpg,1970年6月18日,ふたご座,A,162,82,55,89,東京都,エアロビクス
1007372,愛澄玲花,あいずみれいか,http://pics.dmm.co.jp/mono/actjpgs/aizumi_reika.jpg,1975年4月19日,おひつじ座,A,168,86,60,84,神奈川県,フラメンコ、クラシックバレエ
28497,愛那梨華,あいなりか,http://pics.dmm.co.jp/mono/actjpgs/aina_rika.jpg,----,----,----,165,85,59,88,----,----
1013203,相奈さゆき,あいなさゆき,http://pics.dmm.co.jp/mono/actjpgs/aina_sayuki.jpg,----,----,----,,,,,----,----
1005358,相澤リナ,あいざわりな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_rina.jpg,1990年3月24日,おひつじ座,A,152,88,56,82,東京都,カラオケ、新体操
1038570,愛瀬美希,あいせみき,http://pics.dmm.co.jp/mono/actjpgs/aise_miki.jpg,1996年11月11日,さそり座,O,151,80,56,85,東京都,旅行、カラオケ
1013401,相島奈央,あいじまなお,http://pics.dmm.co.jp/mono/actjpgs/aizima_nao.jpg,1998年12月8日,いて座,----,,,,,----,お出かけ、水泳
27246,愛沢蓮,あいざわれん,http://pics.dmm.co.jp/mono/actjpgs/aizawa_ren.jpg,1986年5月12日,おうし座,O,163,86,55,84,福岡県,水泳、バスケットボール
28260,愛田正子,あいだまさこ,http://pics.dmm.co.jp/mono/actjpgs/aida_masako.jpg,----,----,----,158,,75,108,----,----
22557,愛樹るい,あいじゅるい,http://pics.dmm.co.jp/mono/actjpgs/aizyu_rui.jpg,----,----,----,154,98,65,90,----,----
20997,相田ゆりあ,あいだゆりあ,http://pics.dmm.co.jp/mono/actjpgs/aida_yuria.jpg,----,----,----,,,,,----,----
1030055,逢月はるな,あいつきはるな,http://pics.dmm.co.jp/mono/actjpgs/aituki_haruna.jpg,----,----,----,,,,,----,----
1020495,逢田みなみ,あいだみなみ,http://pics.dmm.co.jp/mono/actjpgs/aida_minami.jpg,----,----,----,,,,,----,----
28124,愛斗ゆうき,あいとゆうき,http://pics.dmm.co.jp/mono/actjpgs/aito_yuuki.jpg,1989年3月30日,おひつじ座,AB,153,84,58,84,----,バイオリン♪、料理、ショッピング
23931,あいだゆき,あいだゆき,http://pics.dmm.co.jp/mono/actjpgs/aida_yuki2.jpg,----,----,----,158,90,,,----,----
23512,相田紗耶香,あいださやか,http://pics.dmm.co.jp/mono/actjpgs/aida_sayaka.jpg,1988年3月5日,うお座,----,163,88,58,87,----,料理、タイピング
13079,相田紀子,あいだのりこ,http://pics.dmm.co.jp/mono/actjpgs/aida_noriko.jpg,----,----,----,158,95,65,90,----,----
236,愛染恭子（青山涼子）（あいぞめきょうこ,あおやまりょうこ）,http://pics.dmm.co.jp/mono/actjpgs/aizome_kyouko.jpg,1957年2月9日,みずがめ座,B,161,85,60,88,千葉県,----
238,愛田るか,あいだるか,http://pics.dmm.co.jp/mono/actjpgs/aida_ruka.jpg,1971年9月4日,おとめ座,A,163,88,60,90,神奈川県,音楽鑑賞
1008806,愛音麻友,あいねまゆ,http://pics.dmm.co.jp/mono/actjpgs/aine_mayu.jpg,----,----,----,162,83,60,84,----,買い物
1016521,愛代さやか,あいしろさやか,http://pics.dmm.co.jp/mono/actjpgs/aisiro_sayaka.jpg,----,----,----,,,,,----,----
1011366,愛田奈々,あいだなな,http://pics.dmm.co.jp/mono/actjpgs/aida_nana.jpg,----,----,----,166,83,60,89,----,----
1032628,相澤ゆりな,あいざわゆりな,http://pics.dmm.co.jp/mono/actjpgs/aizawa_yurina.jpg,1995年6月11日,ふたご座,B,148,87,58,83,----,計算（簿記1級）
27815,あいださくら,あいださくら,http://pics.dmm.co.jp/mono/actjpgs/aida_sakura2.jpg,1991年4月18日,おひつじ座,B,162,83,58,85,東京都,映画観賞、音楽鑑賞、英会話、読書、独学ダンス
1028031,逢沢るる,あいざわるる,http://pics.dmm.co.jp/mono/actjpgs/aizawa_ruru.jpg,----,----,----,,,,,----,----
1015385,相沢恋,あいざわれん,http://pics.dmm.co.jp/mono/actjpgs/aizawa_ren2.jpg,----,----,----,168,83,58,84,----,----
29981,愛音まひろ,あいねまひろ,http://pics.dmm.co.jp/mono/actjpgs/aine_mahiro.jpg,1991年1月17日,やぎ座,A,148,83,59,83,北海道,カラオケ、お菓子作り、ピアノ、フルート、歌
8704,あいだゆあ,あいだゆあ,http://pics.dmm.co.jp/mono/actjpgs/aida_yua.jpg,1984年8月12日,しし座,O,157,88,57,87,愛知県,テニス、油絵
1020522,愛須心亜,あいすここあ,http://pics.dmm.co.jp/mono/actjpgs/aisu_kokoa.jpg,1995年3月15日,うお座,----,143,82,62,88,山形県,カラオケ、ボーリング
23694,愛菜りな,あいなりな,http://pics.dmm.co.jp/mono/actjpgs/aina_rina.jpg,1986年8月29日,おとめ座,----,153,88,58,86,千葉県,----
8598,藍原妃美香,あいはらひみか,http://pics.dmm.co.jp/mono/actjpgs/aihara_himika.jpg,----,----,----,,,,,----,----
1033111,愛野深雪,あいのみゆき,http://pics.dmm.co.jp/mono/actjpgs/aino_miyuki.jpg,----,----,----,161,86,58,90,----,----
1031212,愛乃花菜,あいのはな,http://pics.dmm.co.jp/mono/actjpgs/aino_hana.jpg,----,----,----,,,,,----,----
1038586,愛原ゆずな,あいはらゆずな,http://pics.dmm.co.jp/mono/actjpgs/aihara_yuzuna.jpg,----,----,----,,,,,----,----
1029539,相原由奈,あいはらゆな,http://pics.dmm.co.jp/mono/actjpgs/aihara_yuna.jpg,----,----,----,,,,,----,----
9563,相原久美,あいはらくみ,http://pics.dmm.co.jp/mono/actjpgs/aihara_kumi.jpg,1967年1月11日,やぎ座,----,,,,,----,----
1029034,藍原真里,あいはらまり,http://pics.dmm.co.jp/mono/actjpgs/aihara_mari.jpg,----,----,----,,,,,----,----
3722,相原梨花,あいはらりか,http://pics.dmm.co.jp/mono/actjpgs/aihara_rika.jpg,1982年7月14日,かに座,A,156,81,58,83,東京都,格闘技観戦、掃除
1009914,愛原エレナ,あいはらえれな,http://pics.dmm.co.jp/mono/actjpgs/aihara_erena.jpg,1985年4月6日,おひつじ座,O,153,84,58,83,京都府,----
1025042,藍原佐理衣,あいはらさりい,http://pics.dmm.co.jp/mono/actjpgs/aihara_sarii.jpg,----,----,----,,,,,----,----
1032996,あいの美羽,あいのみゆう,http://pics.dmm.co.jp/mono/actjpgs/aino_miyuu.jpg,1996年10月28日,さそり座,A,157,83,59,84,千葉県,映画、バドミントン
8206,愛原純（相原純子、愛原順子）（あいはらじゅん,あいはらじゅんこ）,http://pics.dmm.co.jp/mono/actjpgs/aihara_zyun.jpg,----,----,----,,,,,----,----
1013652,相葉みりあ,あいばみりあ,http://pics.dmm.co.jp/mono/actjpgs/aiba_miria.jpg,----,----,----,,,,,----,----
2039,相原留美,あいはらるみ,http://pics.dmm.co.jp/mono/actjpgs/aihara_rumi.jpg,1979年6月20日,ふたご座,O,,86,60,88,----,ショッピング、油絵
1970,愛原莉央,あいはらりお,http://pics.dmm.co.jp/mono/actjpgs/aihara_rio.jpg,----,----,----,,85,58,88,----,----
1039403,愛葉りり,あいばりり,http://pics.dmm.co.jp/mono/actjpgs/aiba_riri.jpg,----,----,----,161,87,59,88,高知県,読書、カラオケ/
5921,愛葉ゆうき,あいばゆうき,http://pics.dmm.co.jp/mono/actjpgs/aiba_yuuki.jpg,----,----,----,,,,,----,----
1039406,愛羽なな,あいばなな,http://pics.dmm.co.jp/mono/actjpgs/aiba_nana.jpg,----,----,----,,,,,----,----
1029372,相葉りな,あいばりな,http://pics.dmm.co.jp/mono/actjpgs/aiba_rina.jpg,----,----,----,148,,,,----,----
2040,相原涼,あいはらりょう,http://pics.dmm.co.jp/mono/actjpgs/aihara_ryou.jpg,1978年6月3日,ふたご座,B,155,90,60,87,埼玉県,ショッピング
1010962,藍野夢,あいのゆめ,http://pics.dmm.co.jp/mono/actjpgs/aino_yume.jpg,----,----,----,,,,,----,----
6995,愛葉るび,あいばるび,http://pics.dmm.co.jp/mono/actjpgs/aiba_rubi.jpg,1982年8月16日,しし座,A,147,83,58,85,愛媛県,絵、詩、歌
1022918,愛原ゆあ,あいはらゆあ,http://pics.dmm.co.jp/mono/actjpgs/aihara_yua.jpg,----,----,----,,,,,----,----
14168,愛乃ララ,あいのらら,http://pics.dmm.co.jp/mono/actjpgs/aino_rara.jpg,1987年2月14日,みずがめ座,B,154,87,56,82,----,ショッピング
1031923,相原翼,あいはらつばさ,http://pics.dmm.co.jp/mono/actjpgs/aihara_tubasa3.jpg,1997年1月25日,みずがめ座,----,158,82,56,88,----,----
1022141,相原ひとみ,あいはらひとみ,http://pics.dmm.co.jp/mono/actjpgs/aihara_hitomi.jpg,----,----,----,170,90,64,88,----,----
1005112,相原りお,あいはらりお,http://pics.dmm.co.jp/mono/actjpgs/aihara_rio2.jpg,----,----,----,,,,,----,----
1025074,愛葉るりか,あいばるりか,http://pics.dmm.co.jp/mono/actjpgs/aiba_rurika.jpg,----,----,----,,,,,----,----
